PogId,ItemId,RelativeRank,seq,PreDeleteFlag
J288BST,288070836,0,222,0
J288BWC,288070836,0,222,0
J288BY4,288070836,0,222,0
J288BT6,288070836,0,222,0
J288BTJ,288070836,0,222,0
J288C44,288070836,0,222,0
J288BZG,288070836,0,222,0
J288C38,288070836,0,222,0
J288C4I,288070836,0,222,0
J288C4K,288070836,0,222,0
J288BZT,288070836,0,222,0
J288C0T,288070836,0,222,0
J288C0X,288070836,0,222,0
J288C1K,288070836,0,222,0
J288C1P,288070836,0,222,0
J288C0L,288070836,0,222,0
J288BZ0,288070836,0,222,0
J288C1C,288070836,0,222,0
J288C0I,288070836,0,222,0
J288C12,288070836,0,222,0
J288C1R,288070836,0,222,0
J288C1D,288070836,0,222,0
J288C1S,288070836,0,222,0
J288C26,288070836,0,222,0
J288C1T,288070836,0,222,0
J288C2N,288070836,0,222,0
J288C2V,288070836,0,222,0
J288C1Z,288070836,0,222,0
J288C2W,288070836,0,222,0
J288C2Q,288070836,0,222,0
J288C2T,288070836,0,222,0
J288C37,288070836,0,222,0
J288C0N,288070836,0,222,0
J288C0Z,288070836,0,222,0
J288C27,288070836,0,222,0
J288C2R,288070836,0,222,0
J288C3V,288070836,0,222,0
J288C2Y,288070836,0,222,0
J288C20,288070836,0,222,0
J288C25,288070836,0,222,0
J288C35,288070836,0,222,0
J288C10,288070836,0,222,0
J288C3U,288070836,0,222,0
J288C3Y,288070836,0,223,0
J288C2X,288070836,0,223,0
J288C3D,288070836,0,223,0
J288C4F,288070836,0,223,0
J288BZ1,288070836,0,223,0
J288C1U,288070836,0,223,0
J288C4E,288070836,0,223,0
J288C3G,288070836,0,223,0
J288C3H,288070836,0,223,0
J288C2D,288070836,0,223,0
J288C2L,288070836,0,223,0
J288C06,288070836,0,223,0
J288C2U,288070836,0,223,0
J288C3M,288070836,0,223,0
J288C1J,288070836,0,223,0
J288C2P,288070836,0,223,0
J288C07,288070836,0,223,0
J288C08,288070836,0,223,0
J288C0U,288070836,0,223,0
J288C2K,288070836,0,223,0
J288C4Q,288070836,0,223,0
J288C4Z,288070836,0,223,0
J288C52,288070836,0,223,0
J288C51,288070836,0,223,0
J288C54,288070836,0,223,0
J288C4T,288070836,0,223,0
J288C4S,288070836,0,223,0
J288C59,288070836,0,223,0
J288C5C,288070836,0,223,0
J288C5G,288070836,0,223,0
J288C4N,288070836,0,223,0
J288C4Y,288070836,0,223,0
J288C50,288070836,0,223,0
J288C4M,288070836,0,223,0
J288C5E,288070836,0,223,0
J288C5A,288070836,0,223,0
J288C5K,288070836,0,223,0
J288C5X,288070836,0,223,0
J288C5U,288070836,0,223,0
J288C6A,288070836,0,223,0
J288C5Z,288070836,0,223,0
J288C5D,288070836,0,223,0
J288C6B,288070836,0,223,0
J288C6D,288070836,0,223,0
J288C5L,288070836,0,223,0
J288C5M,288070836,0,223,0
J288C5P,288070836,0,223,0
J288C5S,288070836,0,223,0
J288C5W,288070836,0,223,0
J288C65,288070836,0,223,0
J288C4P,288070836,0,223,0
J288C69,288070836,0,223,0
J288C5O,288070836,0,223,0
J288C67,288070836,0,223,0
J288C5R,288070836,0,223,0
J288C5Y,288070836,0,223,0
J288C6M,288070836,0,223,0
J288C4U,288070836,0,223,0
J288C6F,288070836,0,223,0
J288C6I,288070836,0,223,0
J288C64,288070836,0,223,0
J288C6K,288070836,0,223,0
J288C6N,288070836,0,223,0
J288BLH,288070836,0,223,0
J288E58,288070836,0,223,0
J288E57,288070836,0,223,0
J288E59,288070836,0,223,0
J288BCW,288070834,0,258,0
J288BCX,288070834,0,258,0
J288BCY,288070834,0,258,0
J288BD0,288070834,0,258,0
J288BD2,288070834,0,258,0
J288BD3,288070834,0,258,0
J288BD4,288070834,0,258,0
J288BD5,288070834,0,258,0
J288BD6,288070834,0,258,0
J288BD7,288070834,0,258,0
J288BD8,288070834,0,258,0
J288BD9,288070834,0,258,0
J288BDA,288070834,0,258,0
J288BDC,288070834,0,258,0
J288BDD,288070834,0,258,0
J288BDE,288070834,0,258,0
J288BDF,288070834,0,258,0
J288BDG,288070834,0,258,0
J288BDJ,288070834,0,258,0
J288BDL,288070834,0,258,0
J288BDM,288070834,0,258,0
J288BDO,288070834,0,258,0
J288BDP,288070834,0,258,0
J288BDQ,288070834,0,258,0
J288BDR,288070834,0,258,0
J288BDT,288070834,0,258,0
J288BDU,288070834,0,258,0
J288BDV,288070834,0,258,0
J288BDW,288070834,0,258,0
J288BDX,288070834,0,258,0
J288BDY,288070834,0,258,0
J288BDZ,288070834,0,258,0
J288BE0,288070834,0,258,0
J288BE1,288070834,0,258,0
J288BE2,288070834,0,258,0
J288BE3,288070834,0,258,0
J288BE4,288070834,0,258,0
J288BE6,288070834,0,258,0
J288BE8,288070834,0,258,0
J288BEA,288070834,0,258,0
J288BEB,288070834,0,258,0
J288BED,288070834,0,258,0
J288BEE,288070834,0,258,0
J288BEF,288070834,0,258,0
J288BEH,288070834,0,258,0
J288BEJ,288070834,0,258,0
J288BEK,288070834,0,258,0
J288BEL,288070834,0,258,0
J288BEM,288070834,0,258,0
J288BEN,288070834,0,258,0
J288BEO,288070834,0,258,0
J288BEP,288070834,0,258,0
J288BEQ,288070834,0,258,0
J288BES,288070834,0,258,0
J288BET,288070834,0,258,0
J288BEV,288070834,0,258,0
J288BEW,288070834,0,258,0
J288BEX,288070834,0,258,0
J288BF0,288070834,0,258,0
J288BF1,288070834,0,258,0
J288BF2,288070834,0,258,0
J288BF3,288070834,0,258,0
J288BF4,288070834,0,258,0
J288BF5,288070834,0,258,0
J288BF7,288070834,0,258,0
J288BF8,288070834,0,258,0
J288BF9,288070834,0,258,0
J288BFC,288070834,0,258,0
J288BFF,288070834,0,258,0
J288BFG,288070834,0,258,0
J288BFH,288070834,0,258,0
J288BFI,288070834,0,258,0
J288BFJ,288070834,0,258,0
J288BFK,288070834,0,258,0
J288BFM,288070834,0,258,0
J288BFN,288070834,0,259,0
J288BFO,288070834,0,259,0
J288BFP,288070834,0,259,0
J288BFQ,288070834,0,259,0
J288BFR,288070834,0,259,0
J288BFS,288070834,0,259,0
J288BFT,288070834,0,259,0
J288BFU,288070834,0,259,0
J288BFV,288070834,0,259,0
J288BFW,288070834,0,259,0
J288BFX,288070834,0,259,0
J288BFY,288070834,0,259,0
J288BFZ,288070834,0,259,0
J288BG0,288070834,0,259,0
J288BG2,288070834,0,259,0
J288BG3,288070834,0,259,0
J288BG4,288070834,0,259,0
J288BG5,288070834,0,259,0
J288BG6,288070834,0,259,0
J288BG8,288070834,0,259,0
J288BG9,288070834,0,259,0
J288BGB,288070834,0,259,0
J288BGC,288070834,0,259,0
J288BGD,288070834,0,259,0
J288BGE,288070834,0,259,0
J288BGF,288070834,0,259,0
J288BGH,288070834,0,259,0
J288BGI,288070834,0,259,0
J288BGJ,288070834,0,259,0
J288BGK,288070834,0,259,0
J288BGM,288070834,0,259,0
J288BGN,288070834,0,259,0
J288BGO,288070834,0,259,0
J288BGP,288070834,0,259,0
J288BGQ,288070834,0,259,0
J288BGR,288070834,0,259,0
J288BGS,288070834,0,259,0
J288BGT,288070834,0,259,0
J288BGU,288070834,0,259,0
J288BGV,288070834,0,259,0
J288BGW,288070834,0,259,0
J288BGZ,288070834,0,259,0
J288BH0,288070834,0,259,0
J288BH2,288070834,0,259,0
J288BH3,288070834,0,259,0
J288BH4,288070834,0,259,0
J288BH7,288070834,0,259,0
J288BH8,288070834,0,259,0
J288BH9,288070834,0,259,0
J288BHA,288070834,0,259,0
J288BHD,288070834,0,259,0
J288BHE,288070834,0,259,0
J288BHF,288070834,0,259,0
J288BHG,288070834,0,259,0
J288BHH,288070834,0,259,0
J288BHI,288070834,0,259,0
J288BHJ,288070834,0,259,0
J288BHL,288070834,0,259,0
J288BHM,288070834,0,259,0
J288BHN,288070834,0,259,0
J288BHO,288070834,0,259,0
J288BHP,288070834,0,259,0
J288BHQ,288070834,0,259,0
J288BHR,288070834,0,259,0
J288BHS,288070834,0,259,0
J288BHT,288070834,0,259,0
J288BHU,288070834,0,259,0
J288BHW,288070834,0,259,0
J288BHX,288070834,0,259,0
J288BI0,288070834,0,259,0
J288BI1,288070834,0,259,0
J288BI2,288070834,0,259,0
J288BI3,288070834,0,259,0
J288BI4,288070834,0,259,0
J288BI6,288070834,0,259,0
J288BI7,288070834,0,260,0
J288BIB,288070834,0,260,0
J288BIE,288070834,0,260,0
J288BIF,288070834,0,260,0
J288BIG,288070834,0,260,0
J288BII,288070834,0,260,0
J288BIJ,288070834,0,260,0
J288BIK,288070834,0,260,0
J288BIM,288070834,0,260,0
J288BIN,288070834,0,260,0
J288BIO,288070834,0,260,0
J288BIP,288070834,0,260,0
J288BIR,288070834,0,260,0
J288BIT,288070834,0,260,0
J288BIU,288070834,0,260,0
J288BIV,288070834,0,260,0
J288BIW,288070834,0,260,0
J288BIY,288070834,0,260,0
J288BIZ,288070834,0,260,0
J288BJ2,288070834,0,260,0
J288BJ3,288070834,0,260,0
J288BJ5,288070834,0,260,0
J288BJ7,288070834,0,260,0
J288BJ8,288070834,0,260,0
J288BJ9,288070834,0,260,0
J288BJA,288070834,0,260,0
J288BJB,288070834,0,260,0
J288BJD,288070834,0,260,0
J288BJG,288070834,0,260,0
J288BJH,288070834,0,260,0
J288BJI,288070834,0,260,0
J288BJK,288070834,0,260,0
J288BJL,288070834,0,260,0
J288BJN,288070834,0,260,0
J288BJO,288070834,0,260,0
J288BJP,288070834,0,260,0
J288BJQ,288070834,0,260,0
J288BJR,288070834,0,260,0
J288BJS,288070834,0,260,0
J288BJT,288070834,0,260,0
J288BJU,288070834,0,260,0
J288BJV,288070834,0,260,0
J288BJW,288070834,0,260,0
J288BJX,288070834,0,260,0
J288BJY,288070834,0,260,0
J288BJZ,288070834,0,260,0
J288BK1,288070834,0,260,0
J288BK2,288070834,0,260,0
J288BK3,288070834,0,260,0
J288BK4,288070834,0,260,0
J288BK7,288070834,0,260,0
J288BK8,288070834,0,260,0
J288BK9,288070834,0,260,0
J288BKA,288070834,0,260,0
J288BKB,288070834,0,260,0
J288BKC,288070834,0,260,0
J288BKD,288070834,0,260,0
J288BKF,288070834,0,260,0
J288BKH,288070834,0,260,0
J288BKJ,288070834,0,260,0
J288BKK,288070834,0,260,0
J288BKL,288070834,0,260,0
J288BKM,288070834,0,260,0
J288BKO,288070834,0,260,0
J288BKP,288070834,0,260,0
J288BKQ,288070834,0,260,0
J288BKT,288070834,0,260,0
J288BKU,288070834,0,260,0
J288BKV,288070834,0,260,0
J288BKW,288070834,0,260,0
J288BKX,288070834,0,260,0
J288BL1,288070834,0,260,0
J288BL2,288070834,0,260,0
J288BL4,288070834,0,260,0
J288BL5,288070834,0,260,0
J288BL7,288070834,0,261,0
J288BL9,288070834,0,261,0
J288BLA,288070834,0,261,0
J288BLB,288070834,0,261,0
J288BLE,288070834,0,261,0
J288BLF,288070834,0,261,0
J288BLH,288070834,0,261,0
J288BLI,288070834,0,261,0
J288BLL,288070834,0,261,0
J288BLO,288070834,0,261,0
J288BLP,288070834,0,261,0
J288BLQ,288070834,0,261,0
J288BLR,288070834,0,261,0
J288BLS,288070834,0,261,0
J288BLU,288070834,0,261,0
J288BLV,288070834,0,261,0
J288BLW,288070834,0,261,0
J288BLX,288070834,0,261,0
J288BLY,288070834,0,261,0
J288BLZ,288070834,0,261,0
J288BM2,288070834,0,261,0
J288BM3,288070834,0,261,0
J288BM4,288070834,0,261,0
J288BM5,288070834,0,261,0
J288BM6,288070834,0,261,0
J288BMA,288070834,0,261,0
J288BMC,288070834,0,261,0
J288BMD,288070834,0,261,0
J288BMF,288070834,0,261,0
J288BMG,288070834,0,261,0
J288BMH,288070834,0,261,0
J288BMJ,288070834,0,261,0
J288BMK,288070834,0,261,0
J288BML,288070834,0,261,0
J288BMM,288070834,0,261,0
J288BMN,288070834,0,261,0
J288BMO,288070834,0,261,0
J288BMP,288070834,0,261,0
J288BMQ,288070834,0,261,0
J288BMS,288070834,0,261,0
J288BMU,288070834,0,261,0
J288BMV,288070834,0,261,0
J288BMW,288070834,0,261,0
J288BMX,288070834,0,261,0
J288BMY,288070834,0,261,0
J288BMZ,288070834,0,261,0
J288BN0,288070834,0,261,0
J288BN2,288070834,0,261,0
J288BN3,288070834,0,261,0
J288BN4,288070834,0,261,0
J288BN5,288070834,0,261,0
J288BN6,288070834,0,261,0
J288BN7,288070834,0,261,0
J288BN9,288070834,0,261,0
J288BNB,288070834,0,261,0
J288BNC,288070834,0,261,0
J288BND,288070834,0,261,0
J288BNE,288070834,0,261,0
J288BNG,288070834,0,261,0
J288BNI,288070834,0,261,0
J288BNK,288070834,0,261,0
J288BNL,288070834,0,261,0
J288BNM,288070834,0,261,0
J288BNN,288070834,0,261,0
J288BNP,288070834,0,261,0
J288BNQ,288070834,0,261,0
J288BNR,288070834,0,261,0
J288BNS,288070834,0,261,0
J288BNT,288070834,0,261,0
J288BNU,288070834,0,261,0
J288BNV,288070834,0,261,0
J288BNW,288070834,0,261,0
J288BNY,288070834,0,261,0
J288BNZ,288070834,0,261,0
J288BO1,288070834,0,261,0
J288BO3,288070834,0,262,0
J288BO5,288070834,0,262,0
J288BO6,288070834,0,262,0
J288BO7,288070834,0,262,0
J288BOB,288070834,0,262,0
J288BOE,288070834,0,262,0
J288BOG,288070834,0,262,0
J288BOJ,288070834,0,262,0
J288BOK,288070834,0,262,0
J288BOL,288070834,0,262,0
J288BON,288070834,0,262,0
J288BOO,288070834,0,262,0
J288BOP,288070834,0,262,0
J288BOQ,288070834,0,262,0
J288BOR,288070834,0,262,0
J288BOT,288070834,0,262,0
J288BOU,288070834,0,262,0
J288BOX,288070834,0,262,0
J288BOY,288070834,0,262,0
J288BOZ,288070834,0,262,0
J288BP4,288070834,0,262,0
J288BP6,288070834,0,262,0
J288BP7,288070834,0,262,0
J288BP8,288070834,0,262,0
J288BP9,288070834,0,262,0
J288BPA,288070834,0,262,0
J288BPB,288070834,0,262,0
J288BPC,288070834,0,262,0
J288BPD,288070834,0,262,0
J288BPE,288070834,0,262,0
J288BPF,288070834,0,262,0
J288BPG,288070834,0,262,0
J288BPH,288070834,0,262,0
J288BPI,288070834,0,262,0
J288BPJ,288070834,0,262,0
J288BPK,288070834,0,262,0
J288BPL,288070834,0,262,0
J288BPM,288070834,0,262,0
J288BPN,288070834,0,262,0
J288BPO,288070834,0,262,0
J288BPP,288070834,0,262,0
J288BPR,288070834,0,262,0
J288BPS,288070834,0,262,0
J288BPT,288070834,0,262,0
J288BPU,288070834,0,262,0
J288BPV,288070834,0,262,0
J288BPW,288070834,0,262,0
J288BPZ,288070834,0,262,0
J288BQ0,288070834,0,262,0
J288BQ3,288070834,0,262,0
J288BQ4,288070834,0,262,0
J288BQ5,288070834,0,262,0
J288BQ6,288070834,0,262,0
J288BQ8,288070834,0,262,0
J288BQ9,288070834,0,262,0
J288BQA,288070834,0,262,0
J288BQB,288070834,0,262,0
J288BQD,288070834,0,262,0
J288BQE,288070834,0,262,0
J288BQG,288070834,0,262,0
J288BQH,288070834,0,262,0
J288BQJ,288070834,0,262,0
J288BQK,288070834,0,262,0
J288BQL,288070834,0,262,0
J288BQM,288070834,0,262,0
J288BQO,288070834,0,262,0
J288BQP,288070834,0,262,0
J288BQQ,288070834,0,262,0
J288BQT,288070834,0,262,0
J288BQV,288070834,0,262,0
J288BQW,288070834,0,262,0
J288BQX,288070834,0,262,0
J288BQZ,288070834,0,262,0
J288BR1,288070834,0,262,0
J288BR2,288070834,0,262,0
J288BR4,288070834,0,263,0
J288BR5,288070834,0,263,0
J288BR6,288070834,0,263,0
J288BR7,288070834,0,263,0
J288BR8,288070834,0,263,0
J288BR9,288070834,0,263,0
J288BRB,288070834,0,263,0
J288BRC,288070834,0,263,0
J288BRD,288070834,0,263,0
J288BRE,288070834,0,263,0
J288BRF,288070834,0,263,0
J288BRG,288070834,0,263,0
J288BRI,288070834,0,263,0
J288BRJ,288070834,0,263,0
J288BRL,288070834,0,263,0
J288BRN,288070834,0,263,0
J288BRO,288070834,0,263,0
J288BRQ,288070834,0,263,0
J288BRR,288070834,0,263,0
J288BRS,288070834,0,263,0
J288BRT,288070834,0,263,0
J288BRU,288070834,0,263,0
J288BRV,288070834,0,263,0
J288BRX,288070834,0,263,0
J288BRY,288070834,0,263,0
J288BS0,288070834,0,263,0
J288BS1,288070834,0,263,0
J288BS2,288070834,0,263,0
J288BS3,288070834,0,263,0
J288BS5,288070834,0,263,0
J288BS6,288070834,0,263,0
J288BS7,288070834,0,263,0
J288BS9,288070834,0,263,0
J288BSA,288070834,0,263,0
J288BSB,288070834,0,263,0
J288BSD,288070834,0,263,0
J288BSE,288070834,0,263,0
J288BSF,288070834,0,263,0
J288BSG,288070834,0,263,0
J288BSH,288070834,0,263,0
J288BSI,288070834,0,263,0
J288BSJ,288070834,0,263,0
J288BSK,288070834,0,263,0
J288BSL,288070834,0,263,0
J288BSM,288070834,0,263,0
J288BSN,288070834,0,263,0
J288BSO,288070834,0,263,0
J288BSP,288070834,0,263,0
J288BSQ,288070834,0,263,0
J288BSR,288070834,0,263,0
J288BSS,288070834,0,263,0
J288BST,288070834,0,263,0
J288BSU,288070834,0,263,0
J288BSV,288070834,0,263,0
J288BSW,288070834,0,263,0
J288BSX,288070834,0,263,0
J288BSY,288070834,0,263,0
J288BT0,288070834,0,263,0
J288BT1,288070834,0,263,0
J288BT4,288070834,0,263,0
J288BT5,288070834,0,263,0
J288BT6,288070834,0,263,0
J288BT7,288070834,0,263,0
J288BT8,288070834,0,263,0
J288BTA,288070834,0,263,0
J288BTB,288070834,0,263,0
J288BTC,288070834,0,263,0
J288BTE,288070834,0,263,0
J288BTF,288070834,0,263,0
J288BTG,288070834,0,263,0
J288BTI,288070834,0,263,0
J288BTJ,288070834,0,263,0
J288BTK,288070834,0,263,0
J288BTM,288070834,0,263,0
J288BTN,288070834,0,263,0
J288BTO,288070834,0,264,0
J288BTP,288070834,0,264,0
J288BTQ,288070834,0,264,0
J288BTS,288070834,0,264,0
J288BTU,288070834,0,264,0
J288BTV,288070834,0,264,0
J288BTW,288070834,0,264,0
J288BTX,288070834,0,264,0
J288BTY,288070834,0,264,0
J288BTZ,288070834,0,264,0
J288BU1,288070834,0,264,0
J288BU2,288070834,0,264,0
J288BU5,288070834,0,264,0
J288BU6,288070834,0,264,0
J288BU7,288070834,0,264,0
J288BUA,288070834,0,264,0
J288BUB,288070834,0,264,0
J288BUD,288070834,0,264,0
J288BUE,288070834,0,264,0
J288BUF,288070834,0,264,0
J288BUG,288070834,0,264,0
J288BUH,288070834,0,264,0
J288BUI,288070834,0,264,0
J288BUJ,288070834,0,264,0
J288BUL,288070834,0,264,0
J288BUM,288070834,0,264,0
J288BUN,288070834,0,264,0
J288BUO,288070834,0,264,0
J288BUP,288070834,0,264,0
J288BUR,288070834,0,264,0
J288BUS,288070834,0,264,0
J288BUT,288070834,0,264,0
J288BUV,288070834,0,264,0
J288BUX,288070834,0,264,0
J288BV0,288070834,0,264,0
J288BV5,288070834,0,264,0
J288BV8,288070834,0,264,0
J288BVA,288070834,0,264,0
J288BVD,288070834,0,264,0
J288BVE,288070834,0,264,0
J288BVG,288070834,0,264,0
J288BVH,288070834,0,264,0
J288BVJ,288070834,0,264,0
J288BVK,288070834,0,264,0
J288BVM,288070834,0,264,0
J288BVP,288070834,0,264,0
J288BVR,288070834,0,264,0
J288BVS,288070834,0,264,0
J288BVT,288070834,0,264,0
J288BVV,288070834,0,264,0
J288BVW,288070834,0,264,0
J288BVX,288070834,0,264,0
J288BVY,288070834,0,264,0
J288BVZ,288070834,0,264,0
J288BW0,288070834,0,264,0
J288BW1,288070834,0,264,0
J288BW2,288070834,0,264,0
J288BW4,288070834,0,264,0
J288BW5,288070834,0,264,0
J288BW6,288070834,0,264,0
J288BW7,288070834,0,264,0
J288BW8,288070834,0,264,0
J288BW9,288070834,0,264,0
J288BWA,288070834,0,264,0
J288BWB,288070834,0,264,0
J288BWC,288070834,0,264,0
J288BWD,288070834,0,264,0
J288BWF,288070834,0,264,0
J288BWG,288070834,0,264,0
J288BWH,288070834,0,264,0
J288BWJ,288070834,0,264,0
J288BWK,288070834,0,264,0
J288BWL,288070834,0,264,0
J288BWM,288070834,0,264,0
J288BWP,288070834,0,264,0
J288BWQ,288070834,0,265,0
J288BWR,288070834,0,265,0
J288BWX,288070834,0,265,0
J288BWY,288070834,0,265,0
J288BWZ,288070834,0,265,0
J288BX0,288070834,0,265,0
J288BX2,288070834,0,265,0
J288BX3,288070834,0,265,0
J288BX4,288070834,0,265,0
J288BX5,288070834,0,265,0
J288BX7,288070834,0,265,0
J288BX8,288070834,0,265,0
J288BXA,288070834,0,265,0
J288BXB,288070834,0,265,0
J288BXC,288070834,0,265,0
J288BXD,288070834,0,265,0
J288BXE,288070834,0,265,0
J288BXG,288070834,0,265,0
J288BXH,288070834,0,265,0
J288BXI,288070834,0,265,0
J288BXJ,288070834,0,265,0
J288BXK,288070834,0,265,0
J288BXL,288070834,0,265,0
J288BXM,288070834,0,265,0
J288BXN,288070834,0,265,0
J288BXR,288070834,0,265,0
J288BXS,288070834,0,265,0
J288BXT,288070834,0,265,0
J288BXU,288070834,0,265,0
J288BXV,288070834,0,265,0
J288BXW,288070834,0,265,0
J288BXX,288070834,0,265,0
J288BXY,288070834,0,265,0
J288BXZ,288070834,0,265,0
J288BY0,288070834,0,265,0
J288BY1,288070834,0,265,0
J288BY3,288070834,0,265,0
J288BY4,288070834,0,265,0
J288BY5,288070834,0,265,0
J288BY6,288070834,0,265,0
J288BY7,288070834,0,265,0
J288BY9,288070834,0,265,0
J288BYC,288070834,0,265,0
J288BYD,288070834,0,265,0
J288BYE,288070834,0,265,0
J288BYF,288070834,0,265,0
J288BYH,288070834,0,265,0
J288BYI,288070834,0,265,0
J288BYJ,288070834,0,265,0
J288BYK,288070834,0,265,0
J288BYM,288070834,0,265,0
J288BYO,288070834,0,265,0
J288BYQ,288070834,0,265,0
J288BYR,288070834,0,265,0
J288BYS,288070834,0,265,0
J288BYU,288070834,0,265,0
J288BYV,288070834,0,265,0
J288BYW,288070834,0,265,0
J288BYZ,288070834,0,265,0
J288BZ0,288070834,0,265,0
J288BZ1,288070834,0,265,0
J288BZ3,288070834,0,265,0
J288BZ6,288070834,0,265,0
J288BZ7,288070834,0,265,0
J288BZ8,288070834,0,265,0
J288BZ9,288070834,0,265,0
J288BZA,288070834,0,265,0
J288BZC,288070834,0,265,0
J288BZE,288070834,0,265,0
J288BZF,288070834,0,265,0
J288BZG,288070834,0,265,0
J288BZH,288070834,0,265,0
J288BZI,288070834,0,265,0
J288BZJ,288070834,0,265,0
J288BZK,288070834,0,265,0
J288BZL,288070834,0,266,0
J288BZP,288070834,0,266,0
J288BZR,288070834,0,266,0
J288BZS,288070834,0,266,0
J288BZT,288070834,0,266,0
J288BZU,288070834,0,266,0
J288BZX,288070834,0,266,0
J288BZY,288070834,0,266,0
J288BZZ,288070834,0,266,0
J288C01,288070834,0,266,0
J288C02,288070834,0,266,0
J288C05,288070834,0,266,0
J288C06,288070834,0,266,0
J288C07,288070834,0,266,0
J288C08,288070834,0,266,0
J288C09,288070834,0,266,0
J288C0A,288070834,0,266,0
J288C0B,288070834,0,266,0
J288C0D,288070834,0,266,0
J288C0E,288070834,0,266,0
J288C0G,288070834,0,266,0
J288C0J,288070834,0,266,0
J288C0K,288070834,0,266,0
J288C0L,288070834,0,266,0
J288C0N,288070834,0,266,0
J288C0O,288070834,0,266,0
J288C0P,288070834,0,266,0
J288C0Q,288070834,0,266,0
J288C0R,288070834,0,266,0
J288C0S,288070834,0,266,0
J288C0T,288070834,0,266,0
J288C0U,288070834,0,266,0
J288C0X,288070834,0,266,0
J288C0Y,288070834,0,266,0
J288C0Z,288070834,0,266,0
J288C10,288070834,0,266,0
J288C11,288070834,0,266,0
J288C12,288070834,0,266,0
J288C13,288070834,0,266,0
J288C14,288070834,0,266,0
J288C17,288070834,0,266,0
J288C19,288070834,0,266,0
J288C1A,288070834,0,266,0
J288C1D,288070834,0,266,0
J288C1E,288070834,0,266,0
J288C1F,288070834,0,266,0
J288C1G,288070834,0,266,0
J288C1J,288070834,0,266,0
J288C1K,288070834,0,266,0
J288C1L,288070834,0,266,0
J288C1M,288070834,0,266,0
J288C1N,288070834,0,266,0
J288C1O,288070834,0,266,0
J288C1P,288070834,0,266,0
J288C1R,288070834,0,266,0
J288C1S,288070834,0,266,0
J288C1T,288070834,0,266,0
J288C1U,288070834,0,266,0
J288C1V,288070834,0,266,0
J288C1W,288070834,0,266,0
J288C1Y,288070834,0,266,0
J288C1Z,288070834,0,266,0
J288C20,288070834,0,266,0
J288C22,288070834,0,266,0
J288C23,288070834,0,266,0
J288C24,288070834,0,266,0
J288C25,288070834,0,266,0
J288C26,288070834,0,266,0
J288C27,288070834,0,266,0
J288C28,288070834,0,266,0
J288C29,288070834,0,266,0
J288C2E,288070834,0,266,0
J288C2F,288070834,0,266,0
J288C2H,288070834,0,266,0
J288C2I,288070834,0,266,0
J288C2J,288070834,0,267,0
J288C2K,288070834,0,267,0
J288C2L,288070834,0,267,0
J288C2M,288070834,0,267,0
J288C2N,288070834,0,267,0
J288C2O,288070834,0,267,0
J288C2P,288070834,0,267,0
J288C2Q,288070834,0,267,0
J288C2R,288070834,0,267,0
J288C2S,288070834,0,267,0
J288C2T,288070834,0,267,0
J288C2U,288070834,0,267,0
J288C2V,288070834,0,267,0
J288C2W,288070834,0,267,0
J288C2X,288070834,0,267,0
J288C2Y,288070834,0,267,0
J288C2Z,288070834,0,267,0
J288C30,288070834,0,267,0
J288C31,288070834,0,267,0
J288C33,288070834,0,267,0
J288C34,288070834,0,267,0
J288C35,288070834,0,267,0
J288C36,288070834,0,267,0
J288C37,288070834,0,267,0
J288C38,288070834,0,267,0
J288C39,288070834,0,267,0
J288C3A,288070834,0,267,0
J288C3C,288070834,0,267,0
J288C3D,288070834,0,267,0
J288C3E,288070834,0,267,0
J288C3F,288070834,0,267,0
J288C3G,288070834,0,267,0
J288C3H,288070834,0,267,0
J288C3I,288070834,0,267,0
J288C3J,288070834,0,267,0
J288C3K,288070834,0,267,0
J288C3M,288070834,0,267,0
J288C3N,288070834,0,267,0
J288C3P,288070834,0,267,0
J288C3Q,288070834,0,267,0
J288C3R,288070834,0,267,0
J288C3S,288070834,0,267,0
J288C3T,288070834,0,267,0
J288C3U,288070834,0,267,0
J288C3V,288070834,0,267,0
J288C3W,288070834,0,267,0
J288C3Y,288070834,0,267,0
J288C3Z,288070834,0,267,0
J288C40,288070834,0,267,0
J288C41,288070834,0,267,0
J288C42,288070834,0,267,0
J288C43,288070834,0,267,0
J288C44,288070834,0,267,0
J288C45,288070834,0,267,0
J288C47,288070834,0,267,0
J288C49,288070834,0,267,0
J288C4A,288070834,0,267,0
J288C4C,288070834,0,267,0
J288C4E,288070834,0,267,0
J288C4F,288070834,0,267,0
J288C4G,288070834,0,267,0
J288C4H,288070834,0,267,0
J288C4I,288070834,0,267,0
J288C4K,288070834,0,267,0
J288C4L,288070834,0,267,0
J288C4M,288070834,0,267,0
J288C4N,288070834,0,267,0
J288C4O,288070834,0,267,0
J288C4P,288070834,0,267,0
J288C4Q,288070834,0,267,0
J288C4S,288070834,0,267,0
J288C4T,288070834,0,267,0
J288C4U,288070834,0,267,0
J288C4W,288070834,0,267,0
J288C4X,288070834,0,267,0
J288C4Y,288070834,0,268,0
J288C4Z,288070834,0,268,0
J288C50,288070834,0,268,0
J288C51,288070834,0,268,0
J288C52,288070834,0,268,0
J288C55,288070834,0,268,0
J288C56,288070834,0,268,0
J288C57,288070834,0,268,0
J288C58,288070834,0,268,0
J288C59,288070834,0,268,0
J288C5A,288070834,0,268,0
J288C5B,288070834,0,268,0
