PogId,ItemId,FaceValue,seq
J288BUQ,288073146,1,173
J288BUT,288073146,1,173
J288BUW,288073146,1,173
J288BV0,288073146,1,173
J288BV4,288073146,1,173
J288BV6,288073146,1,173
J288BVE,288073146,1,173
J288BVF,288073146,1,173
J288BVP,288073146,1,173
J288BVW,288073146,1,173
J288BVX,288073146,1,173
J288BVZ,288073146,1,173
J288BW0,288073146,1,173
J288BW7,288073146,1,173
J288BW8,288073146,1,173
J288BW9,288073146,1,173
J288BWA,288073146,1,173
J288BWB,288073146,1,173
J288BWC,288073146,1,173
J288BWL,288073146,1,173
J288BWR,288073146,1,173
J288BX4,288073146,1,173
J288BXC,288073146,1,173
J288BXH,288073146,1,173
J288BXI,288073146,1,173
J288BXJ,288073146,1,173
J288BXN,288073146,1,173
J288BXP,288073146,1,173
J288BXQ,288073146,1,173
J288BY3,288073146,1,173
J288BY9,288073146,1,173
J288BYF,288073146,1,173
J288BYP,288073146,1,173
J288BYQ,288073146,1,173
J288BYT,288073146,1,173
J288BZ9,288073146,1,173
J288BZG,288073146,1,173
J288BZU,288073146,1,173
J288BZY,288073146,1,173
J288C02,288073146,1,173
J288C07,288073146,1,173
J288C08,288073146,1,173
J288C0E,288073146,1,173
J288C0I,288073146,1,173
J288C0N,288073146,1,173
J288C0O,288073146,1,173
J288C0P,288073146,1,173
J288C0X,288073146,1,173
J288C10,288073146,1,173
J288C1C,288073146,1,173
J288C1D,288073146,1,173
J288C1V,288073146,1,174
J288C1Z,288073146,1,174
J288C20,288073146,1,174
J288C22,288073146,1,174
J288C26,288073146,1,174
J288C27,288073146,1,174
J288C29,288073146,1,174
J288C2D,288073146,1,174
J288C2H,288073146,1,174
J288C2V,288073146,1,174
J288C2W,288073146,1,174
J288C2X,288073146,1,174
J288C2Y,288073146,1,174
J288C2Z,288073146,1,174
J288C35,288073146,1,174
J288C37,288073146,1,174
J288C3A,288073146,1,174
J288C3C,288073146,1,174
J288C3D,288073146,1,174
J288C3H,288073146,1,174
J288C3M,288073146,1,174
J288C3P,288073146,1,174
J288C3V,288073146,1,174
J288C3Y,288073146,1,174
J288C43,288073146,1,174
J288C47,288073146,1,174
J288C49,288073146,1,174
J288C4A,288073146,1,174
J288C4C,288073146,1,174
J288C4E,288073146,1,174
J288C4I,288073146,1,174
J288C4N,288073146,1,174
J288C4Q,288073146,1,174
J288C4T,288073146,1,174
J288C4U,288073146,1,174
J288C51,288073146,1,174
J288C54,288073146,1,174
J288C5A,288073146,1,174
J288C5D,288073146,1,174
J288C5M,288073146,1,174
J288C5R,288073146,1,174
J288C5Z,288073146,1,174
J288C69,288073146,1,174
J288C6A,288073146,1,174
J288C6D,288073146,1,174
J288C6G,288073146,1,174
J288C6K,288073146,1,174
J288C6N,288073146,1,174
J288C6O,288073146,1,174
J288E57,288073146,1,174
J288E58,288073146,1,174
J288E59,288073146,1,174
J288BIW,288073146,2,175
J288C4S,288073146,2,175
J288BIW,288073146,0,176
J288BS9,288073146,0,176
J288C20,288073146,0,176
J288C4S,288073146,0,176
J288BCX,288070846,1,178
J288BDH,288070846,1,178
J288BDQ,288070846,1,178
J288BE4,288070846,1,178
J288BEU,288070846,1,178
J288BF6,288070846,1,178
J288BG7,288070846,1,178
J288BH5,288070846,1,178
J288BHA,288070846,1,178
J288BHD,288070846,1,178
J288BHK,288070846,1,178
J288BI5,288070846,1,178
J288BID,288070846,1,178
J288BIH,288070846,1,178
J288BIS,288070846,1,178
J288BJ3,288070846,1,178
J288BK0,288070846,1,178
J288BKC,288070846,1,178
J288BL8,288070846,1,178
J288BLI,288070846,1,178
J288BLY,288070846,1,178
J288BM0,288070846,1,178
J288BN0,288070846,1,178
J288BND,288070846,1,178
J288BNJ,288070846,1,178
J288BO0,288070846,1,178
J288BOV,288070846,1,178
J288BP3,288070846,1,178
J288BPJ,288070846,1,178
J288BPV,288070846,1,178
J288BQ7,288070846,1,178
J288BQI,288070846,1,178
J288BRK,288070846,1,178
J288BTH,288070846,1,178
J288BTL,288070846,1,178
J288BTO,288070846,1,178
J288BUG,288070846,1,178
J288BUU,288070846,1,178
J288BV1,288070846,1,178
J288BVA,288070846,1,178
J288BVM,288070846,1,178
J288BVO,288070846,1,178
J288BW3,288070846,1,178
J288BW4,288070846,1,178
J288BWT,288070846,1,178
J288BWU,288070846,1,178
J288BWZ,288070846,1,178
J288BX6,288070846,1,178
J288BX8,288070846,1,178
J288BXV,288070846,1,178
J288BY2,288070846,1,178
J288BYA,288070846,1,178
J288BYD,288070846,1,178
J288BYU,288070846,1,178
J288BZ2,288070846,1,178
J288BZ4,288070846,1,178
J288BZB,288070846,1,178
J288BZV,288070846,1,178
J288C0F,288070846,1,178
J288C0U,288070846,1,178
J288C0W,288070846,1,178
J288C0Y,288070846,1,178
J288C1I,288070846,1,178
J288C1U,288070846,1,178
J288C2F,288070846,1,178
J288C3B,288070846,1,178
J288C4B,288070846,1,178
J288C4D,288070846,1,178
J288C50,288070846,1,178
J288C56,288070846,1,178
J288C5S,288070846,1,178
J288C5U,288070846,1,178
J288C61,288070846,1,178
J288BWI,288070846,0,179
J288C5Q,288070846,0,179
J288BCY,288072373,1,183
J288BD2,288072373,1,183
J288BD8,288072373,1,183
J288BDC,288072373,1,183
J288BDF,288072373,1,183
J288BDP,288072373,1,183
J288BDT,288072373,1,183
J288BDU,288072373,1,183
J288BDW,288072373,1,183
J288BE2,288072373,1,183
J288BE3,288072373,1,183
J288BEF,288072373,1,183
J288BEK,288072373,1,183
J288BEL,288072373,1,183
J288BEM,288072373,1,183
J288BEO,288072373,1,183
J288BEP,288072373,1,183
J288BF0,288072373,1,183
J288BF1,288072373,1,183
J288BF8,288072373,1,183
J288BF9,288072373,1,183
J288BFI,288072373,1,183
J288BFM,288072373,1,183
J288BFQ,288072373,1,183
J288BFZ,288072373,1,183
J288BG0,288072373,1,183
J288BG2,288072373,1,183
J288BG3,288072373,1,183
J288BG9,288072373,1,183
J288BGD,288072373,1,183
J288BGH,288072373,1,183
J288BGJ,288072373,1,183
J288BGK,288072373,1,183
J288BGM,288072373,1,183
J288BGO,288072373,1,183
J288BGQ,288072373,1,183
J288BGR,288072373,1,183
J288BGW,288072373,1,183
J288BH3,288072373,1,183
J288BH8,288072373,1,183
J288BHM,288072373,1,183
J288BHR,288072373,1,183
J288BI1,288072373,1,183
J288BI7,288072373,1,183
J288BIB,288072373,1,183
J288BIM,288072373,1,183
J288BIR,288072373,1,183
J288BJB,288072373,1,183
J288BJJ,288072373,1,183
J288BJU,288072373,1,183
J288BJY,288072373,1,183
J288BJZ,288072373,1,183
J288BK1,288072373,1,183
J288BK8,288072373,1,183
J288BK9,288072373,1,183
J288BKB,288072373,1,183
J288BKI,288072373,1,183
J288BKJ,288072373,1,183
J288BKO,288072373,1,183
J288BKP,288072373,1,183
J288BKQ,288072373,1,183
J288BKT,288072373,1,183
J288BKW,288072373,1,183
J288BL3,288072373,1,183
J288BLB,288072373,1,183
J288BLJ,288072373,1,183
J288BLV,288072373,1,183
J288BM6,288072373,1,183
J288BMA,288072373,1,183
J288BMC,288072373,1,183
J288BMF,288072373,1,183
J288BMK,288072373,1,183
J288BMT,288072373,1,183
J288BMW,288072373,1,183
J288BN4,288072373,1,183
J288BNG,288072373,1,184
J288BNL,288072373,1,184
J288BNS,288072373,1,184
J288BO6,288072373,1,184
J288BOE,288072373,1,184
J288BOK,288072373,1,184
J288BOU,288072373,1,184
J288BOY,288072373,1,184
J288BOZ,288072373,1,184
J288BPC,288072373,1,184
J288BPD,288072373,1,184
J288BPF,288072373,1,184
J288BPP,288072373,1,184
J288BPU,288072373,1,184
J288BPX,288072373,1,184
J288BPZ,288072373,1,184
J288BQ3,288072373,1,184
J288BQA,288072373,1,184
J288BQE,288072373,1,184
J288BQJ,288072373,1,184
J288BQQ,288072373,1,184
J288BQZ,288072373,1,184
J288BR1,288072373,1,184
J288BR2,288072373,1,184
J288BRQ,288072373,1,184
J288BRU,288072373,1,184
J288BS0,288072373,1,184
J288BS1,288072373,1,184
J288BS3,288072373,1,184
J288BS6,288072373,1,184
J288BSC,288072373,1,184
J288BSF,288072373,1,184
J288BSH,288072373,1,184
J288BSI,288072373,1,184
J288BST,288072373,1,184
J288BT6,288072373,1,184
J288BT7,288072373,1,184
J288BT8,288072373,1,184
J288BTA,288072373,1,184
J288BTC,288072373,1,184
J288BTE,288072373,1,184
J288BTG,288072373,1,184
J288BTI,288072373,1,184
J288BTK,288072373,1,184
J288BTQ,288072373,1,184
J288BTU,288072373,1,184
J288BTW,288072373,1,184
J288BU1,288072373,1,184
J288BU5,288072373,1,184
J288BU6,288072373,1,184
J288BUH,288072373,1,184
J288BUI,288072373,1,184
J288BUM,288072373,1,184
J288BUX,288072373,1,184
J288BVG,288072373,1,184
J288BVH,288072373,1,184
J288BVJ,288072373,1,184
J288BVT,288072373,1,184
J288BWK,288072373,1,184
J288BWM,288072373,1,184
J288BWO,288072373,1,184
J288BWY,288072373,1,184
J288BX3,288072373,1,184
J288BXA,288072373,1,184
J288BXE,288072373,1,184
J288BXG,288072373,1,184
J288BXL,288072373,1,184
J288BXT,288072373,1,184
J288BXW,288072373,1,184
J288BXY,288072373,1,184
J288BXZ,288072373,1,184
J288BY4,288072373,1,184
J288BY5,288072373,1,184
J288BY7,288072373,1,184
J288BYE,288072373,1,184
J288BYH,288072373,1,185
J288BYK,288072373,1,185
J288BZ0,288072373,1,185
J288BZ1,288072373,1,185
J288BZ6,288072373,1,185
J288BZI,288072373,1,185
J288BZP,288072373,1,185
J288BZS,288072373,1,185
J288C06,288072373,1,185
J288C09,288072373,1,185
J288C0B,288072373,1,185
J288C0J,288072373,1,185
J288C0L,288072373,1,185
J288C0R,288072373,1,185
J288C0Z,288072373,1,185
J288C1J,288072373,1,185
J288C1L,288072373,1,185
J288C1P,288072373,1,185
J288C1R,288072373,1,185
J288C1S,288072373,1,185
J288C1T,288072373,1,185
J288C1Y,288072373,1,185
J288C25,288072373,1,185
J288C2A,288072373,1,185
J288C2K,288072373,1,185
J288C2N,288072373,1,185
J288C2O,288072373,1,185
J288C2Q,288072373,1,185
J288C2R,288072373,1,185
J288C2U,288072373,1,185
J288C31,288072373,1,185
J288C36,288072373,1,185
J288C38,288072373,1,185
J288C39,288072373,1,185
J288C3E,288072373,1,185
J288C3G,288072373,1,185
J288C3I,288072373,1,185
J288C3J,288072373,1,185
J288C3K,288072373,1,185
J288C3S,288072373,1,185
J288C3Z,288072373,1,185
J288C40,288072373,1,185
J288C41,288072373,1,185
J288C4H,288072373,1,185
J288C4L,288072373,1,185
J288C4M,288072373,1,185
J288C4O,288072373,1,185
J288C4P,288072373,1,185
J288C52,288072373,1,185
J288C5E,288072373,1,185
J288C5H,288072373,1,185
J288C5K,288072373,1,185
J288C5P,288072373,1,185
J288C5W,288072373,1,185
J288C5Y,288072373,1,185
J288C64,288072373,1,185
J288C65,288072373,1,185
J288C67,288072373,1,185
J288C6B,288072373,1,185
J288C6F,288072373,1,185
J288C6L,288072373,1,185
J288C6M,288072373,1,185
J288C6P,288072373,1,185
J288BDR,288072373,2,186
J288BR6,288072373,2,186
J288BZT,288072373,2,186
J288BQX,288072373,3,187
J288E4W,288072373,0,188
J288BE0,288073027,1,190
J288BEJ,288073027,1,190
J288BG5,288073027,1,190
J288BH0,288073027,1,190
J288BHT,288073027,1,190
J288BI4,288073027,1,190
J288BIE,288073027,1,190
J288BJK,288073027,1,190
J288BJT,288073027,1,190
J288BJV,288073027,1,190
J288BJX,288073027,1,190
J288BL5,288073027,1,190
J288BLH,288073027,1,190
J288BLQ,288073027,1,190
J288BM4,288073027,1,190
J288BMN,288073027,1,190
J288BN1,288073027,1,190
J288BNM,288073027,1,190
J288BNY,288073027,1,190
J288BOL,288073027,1,190
J288BP7,288073027,1,190
J288BPL,288073027,1,190
J288BPO,288073027,1,190
J288BQG,288073027,1,190
J288BR4,288073027,1,190
J288BR5,288073027,1,190
J288BRC,288073027,1,190
J288BSQ,288073027,1,190
J288BSS,288073027,1,190
J288BT5,288073027,1,190
J288BTB,288073027,1,190
J288BTM,288073027,1,190
J288BTP,288073027,1,190
J288BUE,288073027,1,190
J288BUL,288073027,1,190
J288BVN,288073027,1,190
J288BVR,288073027,1,190
J288BWF,288073027,1,190
J288BWH,288073027,1,190
J288BXK,288073027,1,190
J288BXR,288073027,1,190
J288BXU,288073027,1,190
J288BY6,288073027,1,190
J288BZ7,288073027,1,190
J288C03,288073027,1,190
J288C0A,288073027,1,190
J288C0H,288073027,1,190
J288C14,288073027,1,190
J288C19,288073027,1,190
J288C1E,288073027,1,190
J288C23,288073027,1,190
J288C28,288073027,1,190
J288C2I,288073027,1,190
J288C2L,288073027,1,190
J288C2P,288073027,1,190
J288C3U,288073027,1,190
J288C42,288073027,1,190
J288C4W,288073027,1,190
J288C4X,288073027,1,190
J288C4Z,288073027,1,190
J288C5O,288073027,1,190
J288BEH,288071355,1,192
J288BEX,288071355,1,192
J288BFH,288071355,1,192
J288BH2,288071355,1,192
J288BKV,288071355,1,192
J288BLW,288071355,1,192
J288BUA,288071355,1,192
J288BUR,288071355,1,192
J288BVV,288071355,1,192
J288C4Y,288071355,1,192
J288C5G,288071355,1,192
J288BZL,288071355,0,193
J288BPE,288072818,1,195
J288BU7,288072818,1,195
J288BUO,288072818,1,195
J288BY0,288072818,1,195
J288BZ8,288072818,1,195
J288C0K,288072818,1,195
J288C4K,288072818,1,195
J288BCW,288072818,2,269
J288BCX,288072818,2,269
J288BD0,288072818,2,269
J288BD2,288072818,2,269
J288BD3,288072818,2,269
J288BD7,288072818,2,269
J288BD8,288072818,2,269
J288BDE,288072818,2,269
J288BDQ,288072818,2,269
J288BDR,288072818,2,269
J288BDT,288072818,2,269
J288BDU,288072818,2,269
J288BDV,288072818,2,269
J288BDX,288072818,2,269
J288BDY,288072818,2,269
J288BDZ,288072818,2,269
J288BE0,288072818,2,269
J288BE3,288072818,2,269
J288BE4,288072818,2,269
J288BE6,288072818,2,269
J288BE8,288072818,2,269
J288BEA,288072818,2,269
J288BED,288072818,2,269
J288BEF,288072818,2,269
J288BEK,288072818,2,269
J288BEM,288072818,2,269
J288BEO,288072818,2,269
J288BEQ,288072818,2,269
J288BES,288072818,2,269
J288BEV,288072818,2,269
J288BEX,288072818,2,269
J288BF0,288072818,2,269
J288BF3,288072818,2,269
J288BF4,288072818,2,269
J288BF5,288072818,2,269
J288BF8,288072818,2,269
J288BFC,288072818,2,269
J288BFF,288072818,2,269
J288BFG,288072818,2,269
J288BFH,288072818,2,269
J288BFJ,288072818,2,269
J288BFQ,288072818,2,269
J288BFR,288072818,2,269
J288BFS,288072818,2,269
J288BFU,288072818,2,269
J288BFV,288072818,2,269
J288BFX,288072818,2,269
J288BFZ,288072818,2,269
J288BG4,288072818,2,269
J288BG5,288072818,2,269
J288BG9,288072818,2,269
J288BGB,288072818,2,269
J288BGH,288072818,2,269
J288BGM,288072818,2,269
J288BGN,288072818,2,269
J288BGO,288072818,2,269
J288BGP,288072818,2,269
J288BGS,288072818,2,269
J288BGT,288072818,2,269
J288BGU,288072818,2,269
J288BGV,288072818,2,269
J288BGW,288072818,2,269
J288BH2,288072818,2,269
J288BH9,288072818,2,269
J288BHF,288072818,2,269
J288BHH,288072818,2,269
J288BHI,288072818,2,269
J288BHJ,288072818,2,269
J288BHM,288072818,2,269
J288BHN,288072818,2,269
J288BHP,288072818,2,269
J288BHT,288072818,2,269
J288BHU,288072818,2,269
J288BHX,288072818,2,269
J288BI0,288072818,2,269
J288BI1,288072818,2,270
J288BI2,288072818,2,270
J288BI4,288072818,2,270
J288BI7,288072818,2,270
J288BIE,288072818,2,270
J288BIF,288072818,2,270
J288BIG,288072818,2,270
J288BII,288072818,2,270
J288BIJ,288072818,2,270
J288BIK,288072818,2,270
J288BIN,288072818,2,270
J288BIO,288072818,2,270
J288BIP,288072818,2,270
J288BIZ,288072818,2,270
J288BJ3,288072818,2,270
J288BJ8,288072818,2,270
J288BJ9,288072818,2,270
J288BJG,288072818,2,270
J288BJK,288072818,2,270
J288BJL,288072818,2,270
J288BJN,288072818,2,270
J288BJO,288072818,2,270
J288BJQ,288072818,2,270
J288BJR,288072818,2,270
J288BJT,288072818,2,270
J288BJU,288072818,2,270
J288BJW,288072818,2,270
J288BJX,288072818,2,270
J288BK7,288072818,2,270
J288BK9,288072818,2,270
J288BKH,288072818,2,270
J288BKJ,288072818,2,270
J288BKL,288072818,2,270
J288BKM,288072818,2,270
J288BKO,288072818,2,270
J288BKQ,288072818,2,270
J288BKU,288072818,2,270
J288BKV,288072818,2,270
J288BL7,288072818,2,270
J288BLB,288072818,2,270
J288BLR,288072818,2,270
J288BLW,288072818,2,270
J288BLX,288072818,2,270
J288BLY,288072818,2,270
J288BM3,288072818,2,270
J288BMC,288072818,2,270
J288BMG,288072818,2,270
J288BMK,288072818,2,270
J288BML,288072818,2,270
J288BMN,288072818,2,270
J288BMQ,288072818,2,270
J288BMU,288072818,2,270
J288BMY,288072818,2,270
J288BMZ,288072818,2,270
J288BN0,288072818,2,270
J288BN3,288072818,2,270
J288BN4,288072818,2,270
J288BN5,288072818,2,270
J288BN6,288072818,2,270
J288BN7,288072818,2,270
J288BN9,288072818,2,270
J288BNI,288072818,2,270
J288BNK,288072818,2,270
J288BNM,288072818,2,270
J288BNN,288072818,2,270
J288BNP,288072818,2,270
J288BNT,288072818,2,270
J288BNV,288072818,2,270
J288BNW,288072818,2,270
J288BNZ,288072818,2,270
J288BOB,288072818,2,270
J288BOG,288072818,2,270
J288BOP,288072818,2,270
J288BOQ,288072818,2,270
J288BOT,288072818,2,270
J288BOU,288072818,2,271
J288BOZ,288072818,2,271
J288BP4,288072818,2,271
J288BP7,288072818,2,271
J288BP9,288072818,2,271
J288BPG,288072818,2,271
J288BPK,288072818,2,271
J288BPM,288072818,2,271
J288BPT,288072818,2,271
J288BPV,288072818,2,271
J288BPW,288072818,2,271
J288BQ5,288072818,2,271
J288BQ9,288072818,2,271
J288BQA,288072818,2,271
J288BQE,288072818,2,271
J288BQJ,288072818,2,271
J288BQK,288072818,2,271
J288BQM,288072818,2,271
J288BQQ,288072818,2,271
J288BQT,288072818,2,271
J288BQV,288072818,2,271
J288BQX,288072818,2,271
J288BR4,288072818,2,271
J288BR6,288072818,2,271
J288BR7,288072818,2,271
J288BRB,288072818,2,271
J288BRC,288072818,2,271
J288BRD,288072818,2,271
J288BRG,288072818,2,271
J288BRI,288072818,2,271
J288BRN,288072818,2,271
J288BRO,288072818,2,271
J288BRR,288072818,2,271
J288BRU,288072818,2,271
J288BRY,288072818,2,271
J288BS0,288072818,2,271
J288BS2,288072818,2,271
J288BS3,288072818,2,271
J288BS5,288072818,2,271
J288BSD,288072818,2,271
J288BSH,288072818,2,271
J288BSJ,288072818,2,271
J288BSK,288072818,2,271
J288BSO,288072818,2,271
J288BSR,288072818,2,271
J288BSU,288072818,2,271
J288BT0,288072818,2,271
J288BT1,288072818,2,271
J288BT4,288072818,2,271
J288BT5,288072818,2,271
J288BT8,288072818,2,271
J288BTA,288072818,2,271
J288BTC,288072818,2,271
J288BTF,288072818,2,271
J288BTJ,288072818,2,271
J288BTK,288072818,2,271
J288BTN,288072818,2,271
J288BTU,288072818,2,271
J288BTV,288072818,2,271
J288BTX,288072818,2,271
J288BTY,288072818,2,271
J288BTZ,288072818,2,271
J288BU1,288072818,2,271
J288BU5,288072818,2,271
J288BUD,288072818,2,271
J288BUF,288072818,2,271
J288BUH,288072818,2,271
J288BUJ,288072818,2,271
J288BUR,288072818,2,271
J288BUS,288072818,2,271
J288BUT,288072818,2,271
J288BV0,288072818,2,271
J288BV5,288072818,2,271
J288BV8,288072818,2,271
J288BVD,288072818,2,271
J288BVH,288072818,2,272
J288BVP,288072818,2,272
J288BVV,288072818,2,272
J288BVW,288072818,2,272
J288BVX,288072818,2,272
J288BVY,288072818,2,272
J288BVZ,288072818,2,272
J288BW4,288072818,2,272
J288BW8,288072818,2,272
J288BW9,288072818,2,272
J288BWD,288072818,2,272
J288BWQ,288072818,2,272
J288BWX,288072818,2,272
J288BWZ,288072818,2,272
J288BX0,288072818,2,272
J288BX2,288072818,2,272
J288BX4,288072818,2,272
J288BX5,288072818,2,272
J288BXB,288072818,2,272
J288BXC,288072818,2,272
J288BXD,288072818,2,272
J288BXE,288072818,2,272
J288BXJ,288072818,2,272
J288BXN,288072818,2,272
J288BXR,288072818,2,272
J288BXT,288072818,2,272
J288BXU,288072818,2,272
J288BXV,288072818,2,272
J288BXX,288072818,2,272
J288BXZ,288072818,2,272
J288BY1,288072818,2,272
J288BY3,288072818,2,272
J288BY5,288072818,2,272
J288BY6,288072818,2,272
J288BY7,288072818,2,272
J288BY9,288072818,2,272
J288BYC,288072818,2,272
J288BYE,288072818,2,272
J288BYF,288072818,2,272
J288BYI,288072818,2,272
J288BYJ,288072818,2,272
J288BYK,288072818,2,272
J288BYV,288072818,2,272
J288BYW,288072818,2,272
J288BYZ,288072818,2,272
J288BZ0,288072818,2,272
J288BZ7,288072818,2,272
J288BZ9,288072818,2,272
J288BZA,288072818,2,272
J288BZG,288072818,2,272
J288BZH,288072818,2,272
J288BZL,288072818,2,272
J288BZP,288072818,2,272
J288BZS,288072818,2,272
J288BZT,288072818,2,272
J288BZU,288072818,2,272
J288BZZ,288072818,2,272
J288C05,288072818,2,272
J288C07,288072818,2,272
J288C08,288072818,2,272
J288C0B,288072818,2,272
J288C0E,288072818,2,272
J288C0J,288072818,2,272
J288C0P,288072818,2,272
J288C0Q,288072818,2,272
J288C12,288072818,2,272
J288C13,288072818,2,272
J288C14,288072818,2,272
J288C17,288072818,2,272
J288C1D,288072818,2,272
J288C1E,288072818,2,272
J288C1F,288072818,2,272
J288C1G,288072818,2,272
J288C1K,288072818,2,272
J288C1L,288072818,2,272
J288C1O,288072818,2,273
J288C1P,288072818,2,273
J288C1T,288072818,2,273
J288C1U,288072818,2,273
J288C20,288072818,2,273
J288C23,288072818,2,273
J288C24,288072818,2,273
J288C25,288072818,2,273
J288C27,288072818,2,273
J288C28,288072818,2,273
J288C2E,288072818,2,273
J288C2I,288072818,2,273
J288C2J,288072818,2,273
J288C2L,288072818,2,273
J288C2O,288072818,2,273
J288C2Q,288072818,2,273
J288C2S,288072818,2,273
J288C2T,288072818,2,273
J288C2X,288072818,2,273
J288C2Y,288072818,2,273
J288C2Z,288072818,2,273
J288C30,288072818,2,273
J288C31,288072818,2,273
J288C36,288072818,2,273
J288C3A,288072818,2,273
J288C3D,288072818,2,273
J288C3H,288072818,2,273
J288C3I,288072818,2,273
J288C3J,288072818,2,273
J288C3Q,288072818,2,273
J288C3R,288072818,2,273
J288C3S,288072818,2,273
J288C3V,288072818,2,273
J288C3W,288072818,2,273
J288C42,288072818,2,273
J288C44,288072818,2,273
J288C45,288072818,2,273
J288C4F,288072818,2,273
J288C4G,288072818,2,273
J288C4L,288072818,2,273
J288C4S,288072818,2,273
J288C4W,288072818,2,273
J288C4X,288072818,2,273
J288C4Y,288072818,2,273
J288C50,288072818,2,273
J288C51,288072818,2,273
J288C55,288072818,2,273
J288C56,288072818,2,273
J288C57,288072818,2,273
J288C58,288072818,2,273
J288C59,288072818,2,273
J288C5C,288072818,2,273
J288C5H,288072818,2,273
J288C5I,288072818,2,273
J288C5L,288072818,2,273
J288C5M,288072818,2,273
J288C5O,288072818,2,273
J288C5Q,288072818,2,273
J288C5Y,288072818,2,273
J288C5Z,288072818,2,273
J288C65,288072818,2,273
J288C6A,288072818,2,273
J288C6E,288072818,2,273
J288C6F,288072818,2,273
J288C6I,288072818,2,273
J288C6J,288072818,2,273
J288C6M,288072818,2,273
J288BCY,288072818,3,274
J288BD4,288072818,3,274
J288BD5,288072818,3,274
J288BD6,288072818,3,274
J288BD9,288072818,3,274
J288BDA,288072818,3,274
J288BDD,288072818,3,274
J288BDF,288072818,3,274
J288BDG,288072818,3,274
J288BDJ,288072818,3,274
J288BDL,288072818,3,274
J288BDM,288072818,3,274
J288BDO,288072818,3,274
J288BDP,288072818,3,274
J288BDW,288072818,3,274
J288BE1,288072818,3,274
J288BE2,288072818,3,274
J288BEB,288072818,3,274
J288BEE,288072818,3,274
J288BEH,288072818,3,274
J288BEJ,288072818,3,274
J288BEL,288072818,3,274
J288BEN,288072818,3,274
J288BET,288072818,3,274
J288BEW,288072818,3,274
J288BF1,288072818,3,274
J288BF2,288072818,3,274
J288BF9,288072818,3,274
J288BFI,288072818,3,274
J288BFK,288072818,3,274
J288BFM,288072818,3,274
J288BFN,288072818,3,274
J288BFO,288072818,3,274
J288BFP,288072818,3,274
J288BFT,288072818,3,274
J288BFW,288072818,3,274
J288BFY,288072818,3,274
J288BG0,288072818,3,274
J288BG2,288072818,3,274
J288BG3,288072818,3,274
J288BG6,288072818,3,274
J288BG8,288072818,3,274
J288BGD,288072818,3,274
J288BGE,288072818,3,274
J288BGF,288072818,3,274
J288BGI,288072818,3,274
J288BGJ,288072818,3,274
J288BGK,288072818,3,274
J288BGQ,288072818,3,274
J288BGR,288072818,3,274
J288BGZ,288072818,3,274
J288BH0,288072818,3,274
J288BH3,288072818,3,274
J288BH7,288072818,3,274
J288BH8,288072818,3,274
J288BHA,288072818,3,274
J288BHD,288072818,3,274
J288BHE,288072818,3,274
J288BHG,288072818,3,274
J288BHL,288072818,3,274
J288BHO,288072818,3,274
J288BHQ,288072818,3,274
J288BHR,288072818,3,274
J288BHW,288072818,3,274
J288BI3,288072818,3,274
J288BI6,288072818,3,274
J288BIB,288072818,3,274
J288BIM,288072818,3,274
J288BIR,288072818,3,274
J288BIT,288072818,3,274
J288BIU,288072818,3,274
J288BJ2,288072818,3,274
J288BJ5,288072818,3,274
J288BJ7,288072818,3,274
J288BJA,288072818,3,274
J288BJB,288072818,3,275
J288BJD,288072818,3,275
J288BJH,288072818,3,275
J288BJI,288072818,3,275
J288BJP,288072818,3,275
J288BJS,288072818,3,275
J288BJV,288072818,3,275
J288BJY,288072818,3,275
J288BJZ,288072818,3,275
J288BK1,288072818,3,275
J288BK2,288072818,3,275
J288BK3,288072818,3,275
J288BK4,288072818,3,275
J288BK8,288072818,3,275
J288BKA,288072818,3,275
J288BKB,288072818,3,275
J288BKC,288072818,3,275
J288BKD,288072818,3,275
J288BKF,288072818,3,275
J288BKK,288072818,3,275
J288BKP,288072818,3,275
J288BKW,288072818,3,275
J288BKX,288072818,3,275
J288BL1,288072818,3,275
J288BL2,288072818,3,275
J288BL9,288072818,3,275
J288BLA,288072818,3,275
J288BLE,288072818,3,275
J288BLF,288072818,3,275
J288BLI,288072818,3,275
J288BLL,288072818,3,275
J288BLP,288072818,3,275
J288BLS,288072818,3,275
J288BLV,288072818,3,275
J288BLZ,288072818,3,275
J288BM2,288072818,3,275
J288BM4,288072818,3,275
J288BM5,288072818,3,275
J288BM6,288072818,3,275
J288BMA,288072818,3,275
J288BMD,288072818,3,275
J288BMF,288072818,3,275
J288BMH,288072818,3,275
J288BMJ,288072818,3,275
J288BMO,288072818,3,275
J288BMS,288072818,3,275
J288BMV,288072818,3,275
J288BMW,288072818,3,275
J288BMX,288072818,3,275
J288BN2,288072818,3,275
J288BNB,288072818,3,275
J288BNC,288072818,3,275
J288BND,288072818,3,275
J288BNE,288072818,3,275
J288BNG,288072818,3,275
J288BNL,288072818,3,275
J288BNQ,288072818,3,275
J288BNR,288072818,3,275
J288BNU,288072818,3,275
J288BO1,288072818,3,275
J288BO5,288072818,3,275
J288BO7,288072818,3,275
J288BOE,288072818,3,275
J288BOJ,288072818,3,275
J288BOK,288072818,3,275
J288BOL,288072818,3,275
J288BON,288072818,3,275
J288BOO,288072818,3,275
J288BOR,288072818,3,275
J288BOX,288072818,3,275
J288BOY,288072818,3,275
J288BP6,288072818,3,275
